patch_id,labels,split,country,s1_name,s2v1_name,contains_seasonal_snow,contains_cloud_or_shadow
S2B_MSIL2A_20171015T104009_N9999_R008_T31UGR_03_33,"['Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Pastures']",train,Belgium,S1A_IW_GRDH_1SDV_20171016T055031_31UGR_3_33,S2B_MSIL2A_20171015T104009_3_33,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_82_41,['Marine waters'],train,Ireland,S1B_IW_GRDH_1SDV_20170616T180538_29UPU_82_41,S2A_MSIL2A_20170617T113321_82_41,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_81_32,"['Mixed forest' 'Permanent crops' 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_81_32,S2B_MSIL2A_20180515T112110_81_32,False,False
S2B_MSIL2A_20180220T114339_N9999_R123_T29UPV_41_08,['Pastures'],train,Ireland,S1A_IW_GRDH_1SDV_20180219T063851_29UPV_41_8,S2B_MSIL2A_20180220T114339_41_8,False,False
S2B_MSIL2A_20170930T095019_N9999_R079_T34UEG_26_12,"['Arable land' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Transitional woodland, shrub']",train,Lithuania,S1B_IW_GRDH_1SDV_20170929T045032_34UEG_26_12,S2B_MSIL2A_20170930T095019_26_12,False,False
S2B_MSIL2A_20180326T112109_N9999_R037_T29SNB_76_05,['Arable land' 'Inland waters' 'Permanent crops'],train,Portugal,S1B_IW_GRDH_1SDV_20180327T183408_29SNB_76_5,S2B_MSIL2A_20180326T112109_76_5,False,False
S2B_MSIL2A_20180201T093219_N9999_R136_T34TEP_52_81,"['Arable land' 'Inland waters'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Pastures']",train,Serbia,S1B_IW_GRDH_1SDV_20180130T162407_34TEP_52_81,S2B_MSIL2A_20180201T093219_52_81,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_69_11,['Agro-forestry areas' 'Pastures'],train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SNC_69_11,S2B_MSIL2A_20180515T112109_69_11,False,False
S2B_MSIL2A_20170924T093019_N9999_R136_T35VPK_86_69,"['Coniferous forest' 'Inland waters' 'Mixed forest'
 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20170922T152425_35VPK_86_69,S2B_MSIL2A_20170924T093019_86_69,False,False
S2B_MSIL2A_20171219T095409_N9999_R079_T33TWN_52_90,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Urban fabric']",train,Austria,S1B_IW_GRDH_1SDV_20171220T050937_33TWN_52_90,S2B_MSIL2A_20171219T095409_52_90,False,False
S2A_MSIL2A_20180506T100031_N9999_R122_T33UWP_11_35,"['Arable land' 'Complex cultivation patterns' 'Coniferous forest'
 'Transitional woodland, shrub']",train,Austria,S1A_IW_GRDH_1SDV_20180507T050948_33UWP_11_35,S2A_MSIL2A_20180506T100031_11_35,False,False
S2B_MSIL2A_20180220T114339_N9999_R123_T29UPV_22_90,['Complex cultivation patterns' 'Pastures'],train,Ireland,S1A_IW_GRDH_1SDV_20180219T063851_29UPV_22_90,S2B_MSIL2A_20180220T114339_22_90,False,False
S2B_MSIL2A_20180220T114339_N9999_R123_T29UPV_15_08,['Mixed forest' 'Pastures'],train,Ireland,S1A_IW_GRDH_1SDV_20180219T063851_29UPV_15_8,S2B_MSIL2A_20180220T114339_15_8,False,False
S2B_MSIL2A_20170808T094029_N9999_R036_T35ULA_00_07,['Urban fabric'],train,Lithuania,S1A_IW_GRDH_1SDV_20170808T043459_35ULA_0_7,S2B_MSIL2A_20170808T094029_0_7,False,False
S2B_MSIL2A_20170927T094019_N9999_R036_T35ULB_78_44,"['Arable land' 'Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Lithuania,S1A_IW_GRDH_1SDV_20170925T043501_35ULB_78_44,S2B_MSIL2A_20170927T094019_78_44,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33UWQ_35_86,['Coniferous forest' 'Mixed forest'],train,Austria,S1A_IW_GRDH_1SDV_20180421T165046_33UWQ_35_86,S2B_MSIL2A_20180421T100030_35_86,False,False
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_84_03,['Coniferous forest' 'Inland waters' 'Mixed forest'],train,Finland,S1A_IW_GRDH_1SDV_20180513T153233_35VNJ_84_3,S2B_MSIL2A_20180515T094029_84_3,False,False
S2B_MSIL2A_20180326T112109_N9999_R037_T29SNB_88_80,"['Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Permanent crops']",train,Portugal,S1B_IW_GRDH_1SDV_20180327T183408_29SNB_88_80,S2B_MSIL2A_20180326T112109_88_80,False,False
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEQ_83_60,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Serbia,S1A_IW_GRDH_1SDV_20170914T162516_34TEQ_83_60,S2B_MSIL2A_20170914T093029_83_60,False,False
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_73_09,"['Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Transitional woodland, shrub']",train,Serbia,S1A_IW_GRDH_1SDV_20170914T162516_34TEP_73_9,S2B_MSIL2A_20170914T093029_73_9,False,False
S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_54_05,"['Inland waters' 'Mixed forest' 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20171121T064205_29SND_54_5,S2A_MSIL2A_20171121T112351_54_5,False,False
S2B_MSIL2A_20180326T112109_N9999_R037_T29SNB_85_90,['Marine waters'],train,Portugal,S1B_IW_GRDH_1SDV_20180327T183408_29SNB_85_90,S2B_MSIL2A_20180326T112109_85_90,False,False
S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_23_10,"['Moors, heathland and sclerophyllous vegetation' 'Urban fabric']",train,Portugal,S1B_IW_GRDH_1SDV_20171121T064205_29SND_23_10,S2A_MSIL2A_20171121T112351_23_10,False,False
S2B_MSIL2A_20180421T114349_N9999_R123_T29UPU_29_89,"['Coniferous forest' 'Inland waters'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Pastures']",train,Ireland,S1A_IW_GRDH_1SDV_20180420T063917_29UPU_29_89,S2B_MSIL2A_20180421T114349_29_89,False,False
S2B_MSIL2A_20170829T105019_N9999_R051_T31UER_83_31,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Inland waters']",train,Belgium,S1A_IW_GRDH_1SDV_20170829T055029_31UER_83_31,S2B_MSIL2A_20170829T105019_83_31,False,False
S2A_MSIL2A_20180507T093041_N9999_R136_T35UMA_32_01,"['Arable land' 'Complex cultivation patterns' 'Coniferous forest'
 'Mixed forest' 'Pastures']",train,Lithuania,S1A_IW_GRDH_1SDV_20180506T042655_35UMA_32_1,S2A_MSIL2A_20180507T093041_32_1,False,False
S2B_MSIL2A_20180224T112109_N9999_R037_T29SNC_83_41,['Agro-forestry areas' 'Permanent crops'],train,Portugal,S1A_IW_GRDH_1SDV_20180226T063447_29SNC_83_41,S2B_MSIL2A_20180224T112109_83_41,False,False
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_62_79,['Mixed forest' 'Pastures' 'Urban fabric'],train,Ireland,S1B_IW_GRDH_1SDV_20170717T064630_29UPV_62_79,S2A_MSIL2A_20170717T113321_62_79,False,False
S2B_MSIL2A_20180502T093039_N9999_R136_T34TEP_56_02,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Transitional woodland, shrub']",train,Serbia,S1A_IW_GRDH_1SDV_20180430T162515_34TEP_56_2,S2B_MSIL2A_20180502T093039_56_2,False,False
S2B_MSIL2A_20170709T094029_N9999_R036_T35VNL_08_23,"['Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest']",train,Finland,S1B_IW_GRDH_1SDV_20170709T043159_35VNL_8_23,S2B_MSIL2A_20170709T094029_8_23,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33UXQ_09_86,['Arable land'],train,Austria,S1A_IW_GRDH_1SDV_20180421T165046_33UXQ_9_86,S2B_MSIL2A_20180421T100029_9_86,False,False
S2B_MSIL2A_20171112T114339_N9999_R123_T29UPU_08_14,['Coniferous forest' 'Pastures'],train,Ireland,S1B_IW_GRDH_1SDV_20171112T181343_29UPU_8_14,S2B_MSIL2A_20171112T114339_8_14,False,False
S2A_MSIL2A_20171101T094131_N9999_R036_T35VNK_58_79,['Coniferous forest' 'Inland waters' 'Mixed forest'],train,Finland,S1B_IW_GRDH_1SDV_20171101T042417_35VNK_58_79,S2A_MSIL2A_20171101T094131_58_79,False,False
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_06_59,"['Coniferous forest' 'Inland waters'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Finland,S1A_IW_GRDH_1SDV_20180516T044138_35VNJ_6_59,S2B_MSIL2A_20180515T094029_6_59,False,False
S2B_MSIL2A_20180422T093029_N9999_R136_T34TEQ_89_61,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Transitional woodland, shrub']",train,Serbia,S1B_IW_GRDH_1SDV_20180423T043716_34TEQ_89_61,S2B_MSIL2A_20180422T093029_89_61,False,False
S2B_MSIL2A_20180511T100029_N9999_R122_T34VDM_82_54,['Marine waters'],train,Finland,S1A_IW_GRDH_1SDV_20180509T045023_34VDM_82_54,S2B_MSIL2A_20180511T100029_82_54,False,False
S2A_MSIL2A_20180509T101031_N9999_R022_T34VDR_87_71,['Marine waters' 'Mixed forest'],train,Finland,S1A_IW_GRDH_1SDV_20180509T160543_34VDR_87_71,S2A_MSIL2A_20180509T101031_87_71,False,False
S2A_MSIL2A_20171121T112351_N9999_R037_T29SND_45_88,"['Agro-forestry areas'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest']",train,Portugal,S1B_IW_GRDH_1SDV_20171121T064205_29SND_45_88,S2A_MSIL2A_20171121T112351_45_88,False,False
S2B_MSIL2A_20180421T114349_N9999_R123_T29UPU_50_10,['Arable land' 'Inland waters' 'Pastures'],train,Ireland,S1A_IW_GRDH_1SDV_20180420T063852_29UPU_50_10,S2B_MSIL2A_20180421T114349_50_10,False,False
S2A_MSIL2A_20180507T093041_N9999_R136_T35UMA_27_06,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Coniferous forest' 'Mixed forest' 'Pastures']",train,Lithuania,S1A_IW_GRDH_1SDV_20180506T042655_35UMA_27_6,S2A_MSIL2A_20180507T093041_27_6,False,False
S2B_MSIL2A_20170825T093029_N9999_R136_T34TEQ_84_82,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Serbia,S1B_IW_GRDH_1SDV_20170827T162434_34TEQ_84_82,S2B_MSIL2A_20170825T093029_84_82,False,False
S2A_MSIL2A_20170717T113321_N9999_R080_T29UPV_78_76,['Marine waters'],train,Ireland,S1A_IW_GRDH_1SDV_20170716T180622_29UPV_78_76,S2A_MSIL2A_20170717T113321_78_76,False,False
S2B_MSIL2A_20170817T101019_N9999_R022_T34WFS_44_11,['Marine waters'],train,Finland,S1B_IW_GRDH_1SDV_20170817T045612_34WFS_44_11,S2B_MSIL2A_20170817T101019_44_11,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_24_00,['Coniferous forest' 'Mixed forest' 'Pastures'],train,Austria,S1A_IW_GRDH_1SDV_20180421T165046_33TWN_24_0,S2B_MSIL2A_20180421T100029_24_0,False,False
S2B_MSIL2A_20180201T093219_N9999_R136_T34TEP_80_29,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Serbia,S1B_IW_GRDH_1SDV_20180130T162407_34TEP_80_29,S2B_MSIL2A_20180201T093219_80_29,False,False
S2B_MSIL2A_20180204T094159_N9999_R036_T35VNJ_00_86,['Coniferous forest' 'Inland waters'],train,Finland,S1A_IW_GRDH_1SDV_20180204T043318_35VNJ_0_86,S2B_MSIL2A_20180204T94160_0_86,False,False
S2B_MSIL2A_20170914T093029_N9999_R136_T34TEP_87_62,"['Broad-leaved forest' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Pastures']",train,Serbia,S1A_IW_GRDH_1SDV_20170914T162451_34TEP_87_62,S2B_MSIL2A_20170914T93030_87_62,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_00_08,['Broad-leaved forest' 'Coniferous forest' 'Mixed forest'],train,Austria,S1A_IW_GRDH_1SDV_20180421T165046_33TWN_0_8,S2B_MSIL2A_20180421T100029_0_8,False,False
S2B_MSIL2A_20170802T092029_N9999_R093_T34TFN_06_81,"['Broad-leaved forest' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Natural grassland and sparsely vegetated areas'
 'Transitional woodland, shrub']",train,Serbia,S1B_IW_GRDH_1SDV_20170802T043751_34TFN_6_81,S2B_MSIL2A_20170802T092029_6_81,False,False
S2B_MSIL2A_20170824T100019_N9999_R122_T33TWM_01_15,"['Coniferous forest' 'Moors, heathland and sclerophyllous vegetation'
 'Natural grassland and sparsely vegetated areas'
 'Transitional woodland, shrub']",train,Austria,S1A_IW_GRDH_1SDV_20170824T165022_33TWM_1_15,S2B_MSIL2A_20170824T100019_1_15,False,False
S2A_MSIL2A_20170905T095031_N9999_R079_T35VNL_11_17,['Coniferous forest' 'Mixed forest'],train,Finland,S1B_IW_GRDH_1SDV_20170907T043202_35VNL_11_17,S2A_MSIL2A_20170905T095031_11_17,False,False
S2B_MSIL2A_20180225T105019_N9999_R051_T31UER_47_02,['Arable land' 'Urban fabric'],train,Belgium,S1A_IW_GRDH_1SDV_20180225T055027_31UER_47_2,S2B_MSIL2A_20180225T105019_47_2,False,False
S2B_MSIL2A_20180502T093039_N9999_R136_T34TEP_01_36,"['Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Transitional woodland, shrub']",train,Serbia,S1A_IW_GRDH_1SDV_20180430T162450_34TEP_1_36,S2B_MSIL2A_20180502T093039_1_36,False,False
S2B_MSIL2A_20170927T094019_N9999_R036_T35VLC_86_82,"['Broad-leaved forest' 'Mixed forest' 'Pastures'
 'Transitional woodland, shrub']",train,Lithuania,S1A_IW_GRDH_1SDV_20170925T043501_35VLC_86_82,S2B_MSIL2A_20170927T094019_86_82,False,False
S2A_MSIL2A_20180205T100211_N9999_R122_T35VLJ_60_85,['Coniferous forest' 'Mixed forest'],train,Finland,S1A_IW_GRDH_1SDV_20180202T044945_35VLJ_60_85,S2A_MSIL2A_20180205T100211_60_85,False,False
S2B_MSIL2A_20170906T101019_N9999_R022_T34VDN_07_86,['Marine waters'],train,Finland,S1A_IW_GRDH_1SDV_20170904T161304_34VDN_7_86,S2B_MSIL2A_20170906T101019_7_86,False,False
S2A_MSIL2A_20171208T093351_N9999_R136_T34TEN_10_46,"['Arable land' 'Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Urban fabric']",train,Kosovo,S1A_IW_GRDH_1SDV_20171207T162450_34TEN_10_46,S2A_MSIL2A_20171208T093351_10_46,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_18_88,"['Broad-leaved forest' 'Transitional woodland, shrub']",train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_18_88,S2B_MSIL2A_20180515T112110_18_88,False,False
S2A_MSIL2A_20171101T094131_N9999_R036_T35VNK_87_01,"['Coniferous forest' 'Inland waters' 'Mixed forest'
 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20171101T154016_35VNK_87_1,S2A_MSIL2A_20171101T094131_87_1,False,False
S2B_MSIL2A_20180422T093029_N9999_R136_T34TEQ_01_44,"['Arable land' 'Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Serbia,S1A_IW_GRDH_1SDV_20180422T044621_34TEQ_1_44,S2B_MSIL2A_20180422T093029_1_44,False,False
S2B_MSIL2A_20170924T093019_N9999_R136_T35UMA_02_15,"['Arable land' 'Broad-leaved forest' 'Coniferous forest'
 'Industrial or commercial units'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Transitional woodland, shrub']",train,Lithuania,S1A_IW_GRDH_1SDV_20170923T160313_35UMA_2_15,S2B_MSIL2A_20170924T93014_2_15,False,False
S2A_MSIL2A_20170704T112111_N9999_R037_T29SND_11_17,"['Complex cultivation patterns'
 'Moors, heathland and sclerophyllous vegetation'
 'Transitional woodland, shrub' 'Urban fabric']",train,Portugal,S1A_IW_GRDH_1SDV_20170706T064235_29SND_11_17,S2A_MSIL2A_20170704T112111_11_17,False,False
S2B_MSIL2A_20180521T100029_N9999_R122_T34WFS_59_03,['Marine waters'],train,Finland,S1A_IW_GRDH_1SDV_20180521T044858_34WFS_59_3,S2B_MSIL2A_20180521T100029_59_3,False,False
S2A_MSIL2A_20171002T112111_N9999_R037_T29SNC_01_77,['Marine waters'],train,Portugal,S1B_IW_GRDH_1SDV_20171004T064231_29SNC_1_77,S2A_MSIL2A_20171002T112111_1_77,False,False
S2B_MSIL2A_20180502T093039_N9999_R136_T34TEP_43_12,"['Broad-leaved forest' 'Natural grassland and sparsely vegetated areas'
 'Transitional woodland, shrub']",train,Serbia,S1A_IW_GRDH_1SDV_20180430T162515_34TEP_43_12,S2B_MSIL2A_20180502T093039_43_12,False,False
S2A_MSIL2A_20180506T100031_N9999_R122_T33UWP_47_03,"['Arable land' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest']",train,Austria,S1A_IW_GRDH_1SDV_20180507T050948_33UWP_47_3,S2A_MSIL2A_20180506T100031_47_3,False,False
S2B_MSIL2A_20170801T095029_N9999_R079_T33TXN_07_36,['Arable land' 'Broad-leaved forest' 'Mixed forest'],train,Austria,S1B_IW_GRDH_1SDV_20170801T164135_33TXN_7_36,S2B_MSIL2A_20170801T095029_7_36,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_80_42,['Marine waters'],train,Ireland,S1B_IW_GRDH_1SDV_20170616T180538_29UPU_80_42,S2A_MSIL2A_20170617T113321_80_42,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33UXQ_12_85,"['Arable land' 'Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Austria,S1A_IW_GRDH_1SDV_20180421T165046_33UXQ_12_85,S2B_MSIL2A_20180421T100029_12_85,False,False
S2A_MSIL2A_20180413T095031_N9999_R079_T34UEG_63_10,"['Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Pastures']",train,Lithuania,S1A_IW_GRDH_1SDV_20180413T161957_34UEG_63_10,S2A_MSIL2A_20180413T095031_63_10,False,False
S2B_MSIL2A_20180525T094029_N9999_R036_T35VNK_37_90,"['Arable land' 'Coniferous forest' 'Inland waters' 'Inland wetlands'
 'Mixed forest' 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20180524T042416_35VNK_37_90,S2B_MSIL2A_20180525T94030_37_90,False,False
S2B_MSIL2A_20180502T093039_N9999_R136_T34TEP_67_08,"['Broad-leaved forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Transitional woodland, shrub']",train,Serbia,S1A_IW_GRDH_1SDV_20180430T162515_34TEP_67_8,S2B_MSIL2A_20180502T093039_67_8,False,False
S2A_MSIL2A_20171101T094131_N9999_R036_T35VNJ_80_15,"['Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest' 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20171101T042417_35VNJ_80_15,S2A_MSIL2A_20171101T94132_80_15,False,False
S2B_MSIL2A_20171219T095409_N9999_R079_T33TWN_34_80,['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'],train,Austria,S1B_IW_GRDH_1SDV_20171220T050937_33TWN_34_80,S2B_MSIL2A_20171219T095409_34_80,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_03_76,['Marine waters'],train,Portugal,S1B_IW_GRDH_1SDV_20180515T063421_29SNC_3_76,S2B_MSIL2A_20180515T112109_3_76,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_82_37,['Complex cultivation patterns' 'Coniferous forest' 'Mixed forest'],train,Austria,S1A_IW_GRDH_1SDV_20180421T165046_33TWN_82_37,S2B_MSIL2A_20180421T100029_82_37,False,False
S2A_MSIL2A_20170617T113321_N9999_R080_T29UPU_22_88,"['Arable land' 'Broad-leaved forest' 'Inland waters' 'Inland wetlands'
 'Pastures']",train,Ireland,S1A_IW_GRDH_1SDV_20170617T064724_29UPU_22_88,S2A_MSIL2A_20170617T113321_22_88,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_36_80,"['Agro-forestry areas' 'Arable land' 'Complex cultivation patterns'
 'Mixed forest' 'Pastures']",train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_36_80,S2B_MSIL2A_20180515T112110_36_80,False,False
S2A_MSIL2A_20180510T094031_N9999_R036_T35WPP_00_74,"['Coniferous forest' 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20180511T043205_35WPP_0_74,S2A_MSIL2A_20180510T94032_0_74,False,False
S2B_MSIL2A_20180204T094159_N9999_R036_T35VNH_09_09,['Coniferous forest' 'Inland waters'],train,Finland,S1A_IW_GRDH_1SDV_20180204T043318_35VNH_9_9,S2B_MSIL2A_20180204T094159_9_9,False,False
S2A_MSIL2A_20180318T093031_N9999_R136_T35UMB_00_36,['Arable land' 'Complex cultivation patterns'],train,Lithuania,S1B_IW_GRDH_1SDV_20180318T043418_35UMB_0_36,S2A_MSIL2A_20180318T093031_0_36,False,False
S2B_MSIL2A_20180509T092029_N9999_R093_T34TFN_09_84,"['Broad-leaved forest' 'Natural grassland and sparsely vegetated areas'
 'Transitional woodland, shrub']",train,Serbia,S1A_IW_GRDH_1SDV_20180511T043832_34TFN_9_84,S2B_MSIL2A_20180509T092029_9_84,False,False
S2B_MSIL2A_20180422T093029_N9999_R136_T34TEQ_38_84,"['Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Transitional woodland, shrub']",train,Serbia,S1A_IW_GRDH_1SDV_20180422T044621_34TEQ_38_84,S2B_MSIL2A_20180422T093029_38_84,False,False
S2B_MSIL2A_20180220T114339_N9999_R123_T29UPV_30_78,"['Mixed forest' 'Pastures' 'Transitional woodland, shrub']",train,Ireland,S1A_IW_GRDH_1SDV_20180219T063851_29UPV_30_78,S2B_MSIL2A_20180220T114339_30_78,False,False
S2A_MSIL2A_20180526T100031_N9999_R122_T34WFU_83_46,"['Mixed forest' 'Transitional woodland, shrub']",train,Finland,S1A_IW_GRDH_1SDV_20180526T045642_34WFU_83_46,S2A_MSIL2A_20180526T100031_83_46,False,False
S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_80_24,"['Arable land'
 'Land principally occupied by agriculture, with significant areas of natural vegetation']",train,Portugal,S1A_IW_GRDH_1SDV_20171203T183450_29SNB_80_24,S2A_MSIL2A_20171201T112431_80_24,False,False
S2A_MSIL2A_20180318T093031_N9999_R136_T35UMB_23_89,['Arable land' 'Complex cultivation patterns' 'Mixed forest'],train,Lithuania,S1B_IW_GRDH_1SDV_20180318T043418_35UMB_23_89,S2A_MSIL2A_20180318T093031_23_89,False,False
S2B_MSIL2A_20180525T094029_N9999_R036_T35VNK_84_39,"['Arable land' 'Coniferous forest'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Mixed forest']",train,Finland,S1A_IW_GRDH_1SDV_20180525T153234_35VNK_84_39,S2B_MSIL2A_20180525T94030_84_39,False,False
S2B_MSIL2A_20170927T094019_N9999_R036_T35ULB_88_52,"['Arable land' 'Complex cultivation patterns'
 'Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Pastures']",train,Lithuania,S1A_IW_GRDH_1SDV_20170925T043501_35ULB_88_52,S2B_MSIL2A_20170927T094019_88_52,False,False
S2B_MSIL2A_20180220T114339_N9999_R123_T29UPV_00_90,['Mixed forest' 'Pastures'],train,Ireland,S1A_IW_GRDH_1SDV_20180219T063851_29UPV_0_90,S2B_MSIL2A_20180220T114339_0_90,False,False
S2A_MSIL2A_20171201T112431_N9999_R037_T29SNB_79_71,"['Land principally occupied by agriculture, with significant areas of natural vegetation'
 'Moors, heathland and sclerophyllous vegetation' 'Permanent crops'
 'Transitional woodland, shrub']",train,Portugal,S1A_IW_GRDH_1SDV_20171203T183450_29SNB_79_71,S2A_MSIL2A_20171201T112431_79_71,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_78_08,"['Arable land' 'Broad-leaved forest' 'Complex cultivation patterns'
 'Urban fabric']",train,Austria,S1A_IW_GRDH_1SDV_20180421T165046_33TWN_78_8,S2B_MSIL2A_20180421T100029_78_8,False,False
S2A_MSIL2A_20180225T114351_N9999_R123_T29UPU_26_03,"['Arable land' 'Inland wetlands' 'Pastures' 'Transitional woodland, shrub']",train,Ireland,S1B_IW_GRDH_1SDV_20180225T063817_29UPU_26_3,S2A_MSIL2A_20180225T114351_26_3,False,False
S2B_MSIL2A_20180515T094029_N9999_R036_T35VNJ_16_79,['Coniferous forest' 'Inland waters' 'Mixed forest'],train,Finland,S1A_IW_GRDH_1SDV_20180516T044138_35VNJ_16_79,S2B_MSIL2A_20180515T094029_16_79,False,False
S2B_MSIL2A_20180421T100029_N9999_R122_T33TWN_89_11,"['Arable land' 'Complex cultivation patterns' 'Permanent crops'
 'Urban fabric']",train,Austria,S1A_IW_GRDH_1SDV_20180421T165046_33TWN_89_11,S2B_MSIL2A_20180421T100029_89_11,False,False
S2B_MSIL2A_20171112T114339_N9999_R123_T29UPU_11_42,['Arable land' 'Coniferous forest' 'Pastures'],train,Ireland,S1B_IW_GRDH_1SDV_20171112T181343_29UPU_11_42,S2B_MSIL2A_20171112T114339_11_42,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SNC_83_15,"['Agro-forestry areas' 'Arable land' 'Broad-leaved forest' 'Inland waters'
 'Pastures' 'Permanent crops']",train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SNC_83_15,S2B_MSIL2A_20180515T112109_83_15,False,False
S2B_MSIL2A_20180515T112109_N9999_R037_T29SND_33_88,['Arable land' 'Broad-leaved forest' 'Mixed forest'],train,Portugal,S1B_IW_GRDH_1SDV_20180515T063356_29SND_33_88,S2B_MSIL2A_20180515T112110_33_88,False,False
S2B_MSIL2A_20180511T100029_N9999_R122_T34VDM_79_27,['Marine waters'],train,Finland,S1A_IW_GRDH_1SDV_20180514T161304_34VDM_79_27,S2B_MSIL2A_20180511T100029_79_27,False,False
S2A_MSIL2A_20170701T093031_N9999_R136_T35VPK_00_56,"['Coniferous forest' 'Inland waters' 'Transitional woodland, shrub']",train,Finland,S1B_IW_GRDH_1SDV_20170629T153202_35VPK_0_56,S2A_MSIL2A_20170701T093031_0_56,False,False
